SALIDA,FECHA,ÉPOCA,MUNICIPIO,CUERPO DE AGUA,Estacion,Latitud,Longitud,Altitud,UHM,Area,Cobertura,Profundidad,Velocidad,Sustrato,Temperatura,Ox_disuelto,pH,Conductividad,Turbidez,Solidos disueltos,Familia,Individuos
1,08/06/17,Lluvia,Cogua,Río Neusa,E4,"5°6'37,16"" N","73°58'14,02"" W",2697,Rapid,23.4,GB-VS-R,79.5,0.31,"Megalithal, Akal, Mesolithal, Detritus",14.66,4.68,7.27,55.22,3.53,27.89,Aeshnidae,1
1,08/06/17,Lluvia,Cogua,Río Neusa,E4,"5°6'37,16"" N","73°58'14,02"" W",2697,Pool,59,GB,86,0.05,"Microlithal, Megalithal, Microlithal",14.66,4.4,7.27,55.22,3.02,26.52,Notonectidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E4,"5°6'37,16"" N","73°58'14,02"" W",2697,Pool,59,GB,86,0.05,"Microlithal, Megalithal, Microlithal",14.66,4.4,7.27,55.22,3.02,26.52,Glossiphoniidae,1
1,08/06/17,Lluvia,Cogua,Río Neusa,E4,"5°6'37,16"" N","73°58'14,02"" W",2697,Pool,59,GB,86,0.05,"Microlithal, Megalithal, Microlithal",14.66,4.4,7.27,55.22,3.02,26.52,Chironomidae,1
1,08/06/17,Lluvia,Cogua,Río Neusa,E4,"5°6'37,16"" N","73°58'14,02"" W",2697,Pool,59,GB,86,0.05,"Microlithal, Megalithal, Microlithal",14.66,4.4,7.27,55.22,3.02,26.52,Unionidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E5,"5°6'05,86"" N","73°57'44,37"" W",2615,Rapid,11.9,VS-SC-VC-R,79.8,0.22,Megalithal,14.74,4.67,7.18,54.5,30.1,27.33,Tubificidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E5,"5°6'05,86"" N","73°57'44,37"" W",2615,Rapid,11.9,VS-SC-VC-R,79.8,0.22,"Megalithal, Megalithal",14.74,4.67,7.18,54.5,30.1,27.33,Glossiphoniidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E5,"5°6'05,86"" N","73°57'44,37"" W",2615,Riffle,9.1,VS-SC,25.2,0.16,Megalithal,14.74,4.67,7.18,54.5,30.1,27.33,Tubificidae,4
1,08/06/17,Lluvia,Cogua,Río Neusa,E5,"5°6'05,86"" N","73°57'44,37"" W",2615,Riffle,9.1,VS-SC,25.2,0.16,Megalithal,14.74,4.67,7.18,54.5,30.1,27.33,Glossiphoniidae,3
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Pool,46.6,VC-VS-R,74,0.22,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Tubificidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Pool,46.6,VC-VS-R,74,0.22,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Glossiphoniidae,3
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Pool,46.6,VC-VS-R,74,0.22,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Chironomidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Pool,46.6,VC-VS-R,74,0.22,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Physidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Pool,46.6,VC-VS-R,74,0.22,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Unionidae,6
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Pool,46.6,VC-VS-R,74,0.22,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Planariidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Riffle,63.8,VE-VS,16.12,0.29,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Physidae,2
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Riffle,63.8,VE-VS,16.12,0.29,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Unionidae,4
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Glide,22.2,R-VS-VE,44.2,0.28,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Planariidae,3
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Glide,22.2,R-VS-VE,44.2,0.28,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Unionidae,5
1,08/06/17,Lluvia,Cogua,Río Neusa,E6,"5°5'0,49"" N","73°56'0,47"" W",2594,Glide,22.2,R-VS-VE,44.2,0.28,"Mesolithal, Macrolithal, Detritus",15.92,4.77,7.22,53,6.11,26.67,Glossiphoniidae,2
2,29/06/2017,Seca,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,29.6,"VE, VS, R, VC",69.42,0.18,"Mesolithal, Megalithal",11.7,6.4,7.3,61.6,4.72,10.5,Tubificidae,4
2,29/06/2017,Seca,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,29.6,"VE, VS, R, VC",69.42,0.18,"Mesolithal, Megalithal",11.7,6.4,7.3,61.6,4.72,10.5,Simuliidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E1,"5°9'38,91"" N","73°59'41,72"" W",3064,Pool,29.6,"VE, VS, R, VC",69.42,0.18,"Mesolithal, Megalithal",11.7,6.4,7.3,61.6,4.72,10.5,Chironomidae,9
2,29/06/2017,Seca,Cogua,Río Neusa,E2,"5°9'36,721"" N","73°59'36,74"" W",3060,Riffle,83.6,"VS, VE",34.71,0.21,"Macrolithal, Mesolithal, Megalithal, Akal",11.45,6.65,7.46,60.3,5.76,11.3,Tubificidae,2
2,29/06/2017,Seca,Cogua,Río Neusa,E2,"5°9'36,721"" N","73°59'36,74"" W",3060,Riffle,83.6,"VS, VE",34.71,0.21,"Macrolithal, Mesolithal, Megalithal, Akal",11.45,6.65,7.46,60.3,5.76,11.3,Tipulidae,3
2,29/06/2017,Seca,Cogua,Río Neusa,E2,"5°9'36,721"" N","73°59'36,74"" W",3060,Riffle,83.6,"VS, VE",34.71,0.21,"Macrolithal, Mesolithal, Megalithal, Akal",11.45,6.65,7.46,60.3,5.76,11.3,Chironomidae,7
2,29/06/2017,Seca,Cogua,Río Neusa,E2,"5°9'36,721"" N","73°59'36,74"" W",3060,Riffle,83.6,"VS, VE",34.71,0.21,"Macrolithal, Mesolithal, Megalithal, Akal",11.45,6.65,7.46,60.3,5.76,11.3,Corixidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E2,"5°9'36,721"" N","73°59'36,74"" W",3060,Riffle,83.6,"VS, VE",34.71,0.21,"Macrolithal, Mesolithal, Megalithal, Akal",11.45,6.65,7.46,60.3,5.76,11.3,Gerridae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,75,"VC, R, VS, VE",55.62,0.07,"Megalithal, Macrolithal, Mesolithal",10.47,6.46,7.74,55,4.91,10.6,Baetidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,75,"VC, R, VS, VE",55.62,0.07,"Megalithal, Macrolithal, Mesolithal",10.47,6.46,7.74,55,4.91,10.6,Hydroptilidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,75,"VC, R, VS, VE",55.62,0.07,"Megalithal, Macrolithal, Mesolithal",10.47,6.46,7.74,55,4.91,10.6,Chironomidae,5
2,29/06/2017,Seca,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,22"" W",2991,Pool,75,"VC, R, VS, VE",55.62,0.07,"Megalithal, Macrolithal, Mesolithal",10.47,6.46,7.74,55,4.91,10.6,Planariidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,108,"VC, GB",80.85,0.22,"Megalithal, Macrolithal, Akal",15.22,6.53,7.27,50,4.86,13.2,Tipulidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,108,"VC, GB",80.85,0.22,"Megalithal, Macrolithal, Akal",15.22,6.53,7.27,50,4.86,13.2,Odontoceridae,7
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,108,"VC, GB",80.85,0.22,"Megalithal, Macrolithal, Akal",15.22,6.53,7.27,50,4.86,13.2,Tubificidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,108,"VC, GB",80.85,0.22,"Megalithal, Macrolithal, Akal",15.22,6.53,7.27,50,4.86,13.2,Chironomidae,3
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Pool,9.64,"VS,VE, E, GB",81.14,0.1,"Megalithal, Akal, Microlithal",15.26,6.74,7.49,49.6,4.12,12.2,Ancylidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,22,"VC, R",29.42,0.22,"Megalithal, Detritus, Macrolithal",15.27,6.18,7.62,47.33,6.07,11.4,Simuliidae,5
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,22,"VC, R",29.42,0.22,"Megalithal, Detritus, Macrolithal",15.27,6.18,7.62,47.33,6.07,11.4,Leptoceridae,2
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,22,"VC, R",29.42,0.22,"Megalithal, Detritus, Macrolithal",15.27,6.18,7.62,47.33,6.07,11.4,Tubificidae,4
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,22,"VC, R",29.42,0.22,"Megalithal, Detritus, Macrolithal",15.27,6.18,7.62,47.33,6.07,11.4,Hirudinea,2
2,29/06/2017,Seca,Cogua,Río Neusa,E4,"5°6'37,33"" N","73°58'14,12"" W",2697,Rapid,22,"VC, R",29.42,0.22,"Megalithal, Detritus, Macrolithal",15.27,6.18,7.62,47.33,6.07,11.4,Baetidae,3
2,29/06/2017,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,24,"VC, VE",66,0.26,Megalithal,15.58,7.03,7.23,48,5.17,13.2,Baetidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,24,"VC, VE",66,0.26,Megalithal,15.58,7.03,7.23,48,5.17,13.2,Simuliidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,12,"VC, VE, R",60,0.17,Megalithal,15.54,6.25,7.23,47.33,5.68,12.4,Chironomidae,17
2,29/06/2017,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,16,"VC, VE",54.14,0.23,"Megalithal, Macrolithal",15.46,6.04,7.67,46.6,6.46,13.5,Unionidae,2
2,29/06/2017,Seca,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,16,"VC, VE",54.14,0.23,"Megalithal, Macrolithal",15.46,6.04,7.67,46.6,6.46,13.5,Planariidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,41,"VC, SC, VS, VE",66.14,0.11,"Microlithal, Mesolithal, Detritus",15.84,7.31,7.26,47,5.07,11.6,Planariidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,41,"VC, SC, VS, VE",66.14,0.11,"Microlithal, Mesolithal, Detritus",15.84,7.31,7.26,47,5.07,11.6,Unionidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Pool,41,"VC, SC, VS, VE",66.14,0.11,"Microlithal, Mesolithal, Detritus",15.84,7.31,7.26,47,5.07,11.6,Chironomidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,18,"VS, VE",37,0.21,"Mesolithal, Microlithal, Detritus",15.5,7.44,7.23,47.3,6.36,10.5,Tubificidae,1
2,29/06/2017,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,18,"VS, VE",37,0.21,"Mesolithal, Microlithal, Detritus",15.5,7.44,7.23,47.3,6.36,10.5,Glossiphoniidae,2
2,29/06/2017,Seca,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Riffle,39,"VS, VE",21.57,0.22,"Mesolithal, Detritus",15.31,7.46,7.45,47,6.46,13.4,Simuliidae,11
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,12,"GB, SC, R",62.14,0.01,"Macrolithal, Megalithal, Akal",11.5,7.8,7.4,152.6,1.9,76.6,Chironomidae,30
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,12,"GB, SC, R",62.14,0.01,"Macrolithal, Megalithal, Akal",11.5,7.8,7.4,152.6,1.9,76.6,Tipulidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,12,"GB, SC, R",62.14,0.01,"Macrolithal, Megalithal, Akal",11.5,7.8,7.4,152.6,1.9,76.6,Lumbricidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,12,"GB, SC, R",62.14,0.01,"Macrolithal, Megalithal, Akal",11.5,7.8,7.4,152.6,1.9,76.6,Unionidae,5
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,12,"GB, SC, R",62.14,0.01,"Macrolithal, Megalithal, Akal",11.5,7.8,7.4,152.6,1.9,76.6,Glossiphoniidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,12,"GB, SC, R",62.14,0.01,"Macrolithal, Megalithal, Akal",11.5,7.8,7.4,152.6,1.9,76.6,Leptoceridae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41,"GB, SC, VS",28.43,0.2,"Megalithal, Macrolithal, Akal",11.4,7.8,7,153,1.5,76.3,Chironomidae,9
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41,"GB, SC, VS",28.43,0.2,"Megalithal, Macrolithal, Akal",11.4,7.8,7,153,1.5,76.3,Simuliidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41,"GB, SC, VS",28.43,0.2,"Megalithal, Macrolithal, Akal",11.4,7.8,7,153,1.5,76.3,Unionidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41,"GB, SC, VS",28.43,0.2,"Megalithal, Macrolithal, Akal",11.4,7.8,7,153,1.5,76.3,Tubificidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Riffle,41,"GB, SC, VS",28.43,0.2,"Megalithal, Macrolithal, Akal",11.4,7.8,7,153,1.5,76.3,Baetidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,28,"GB, SC, R",63,0.14,"Megalithal, Akal",11.3,7.8,7.5,151.3,1.3,75.6,Chironomidae,20
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,28,"GB, SC, R",63,0.14,"Megalithal, Akal",11.3,7.8,7.5,151.3,1.3,75.6,Tipulidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,28,"GB, SC, R",63,0.14,"Megalithal, Akal",11.3,7.8,7.5,151.3,1.3,75.6,Lumbricidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,28,"GB, SC, R",63,0.14,"Megalithal, Akal",11.3,7.8,7.5,151.3,1.3,75.6,Simuliidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,28,"GB, SC, R",63,0.14,"Megalithal, Akal",11.3,7.8,7.5,151.3,1.3,75.6,Unionidae,8
3,13/09/2017,Transición,Cogua,Río Neusa,E1,"5°9'38,9"" N","73°59'41,7"" W",3064,Pool,28,"GB, SC, R",63,0.14,"Megalithal, Akal",11.3,7.8,7.5,151.3,1.3,75.6,Tubificidae,5
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,56,"GB, SV, VE",26.75,0.18,"Macrolithal, Mesolithal, Akal",11.09,7.12,7.12,150.3,2.13,75.67,Chironomidae,10
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,56,"GB, SV, VE",26.75,0.18,"Macrolithal, Mesolithal, Akal",11.09,7.12,7.12,150.3,2.13,75.67,Tipulidae,6
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,56,"GB, SV, VE",26.75,0.18,"Macrolithal, Mesolithal, Akal",11.09,7.12,7.12,150.3,2.13,75.67,Lumbricidae,8
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Riffle,56,"GB, SV, VE",26.75,0.18,"Macrolithal, Mesolithal, Akal",11.09,7.12,7.12,150.3,2.13,75.67,Simuliidae,10
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,41,"SC, VE",17.6,0.12,"Mesolithal, Macrolithal, Megalithal",11.1,7.78,7.02,151.3,1.55,75.3,Chironomidae,14
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,41,"SC, VE",17.6,0.12,"Mesolithal, Macrolithal, Megalithal",11.1,7.78,7.02,151.3,1.55,75.3,Tipulidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,41,"SC, VE",17.6,0.12,"Mesolithal, Macrolithal, Megalithal",11.1,7.78,7.02,151.3,1.55,75.3,Lumbricidae,16
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,41,"SC, VE",17.6,0.12,"Mesolithal, Macrolithal, Megalithal",11.1,7.78,7.02,151.3,1.55,75.3,Simuliidae,19
3,13/09/2017,Transición,Cogua,Río Neusa,E2,"5°9'36,72"" N","73°59'36,74"" W",3060,Pool,41,"SC, VE",17.6,0.12,"Mesolithal, Macrolithal, Megalithal",11.1,7.78,7.02,151.3,1.55,75.3,Mesoveliidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,12,SC,44.5,0.17,"Megalithal, Akal, Macrolithal",12.9,7.5,7.27,141,1.16,70,Chironomidae,9
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Riffle,12,SC,44.5,0.17,"Megalithal, Akal, Macrolithal",12.9,7.5,7.27,141,1.16,70,Simuliidae,41
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Glide,77,"SC, R, VS, GB, VE, RL",54.8,0.07,"Megalithal, Macrolithal",12.9,7.51,7.16,140.67,0.85,70,Chironomidae,18
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Glide,77,"SC, R, VS, GB, VE, RL",54.8,0.07,"Megalithal, Macrolithal",12.9,7.51,7.16,140.67,0.85,70,Unionidae,6
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Glide,77,"SC, R, VS, GB, VE, RL",54.8,0.07,"Megalithal, Macrolithal",12.9,7.51,7.16,140.67,0.85,70,Glossiphoniidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Glide,77,"SC, R, VS, GB, VE, RL",54.8,0.07,"Megalithal, Macrolithal",12.9,7.51,7.16,140.67,0.85,70,Tipulidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Glide,77,"SC, R, VS, GB, VE, RL",54.8,0.07,"Megalithal, Macrolithal",12.9,7.51,7.16,140.67,0.85,70,Hyalellidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Glide,77,"SC, R, VS, GB, VE, RL",54.8,0.07,"Megalithal, Macrolithal",12.9,7.51,7.16,140.67,0.85,70,Lumbricidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,56,"SC, VS, VE, R",34,0.3,"Megalithal, Macrolithal",13.02,7.55,7.8,140.67,2.45,67.67,Chironomidae,6
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,56,"SC, VS, VE, R",34,0.3,"Megalithal, Macrolithal",13.02,7.55,7.8,140.67,2.45,67.67,Unionidae,4
3,13/09/2017,Transición,Cogua,Río Neusa,E3,"5°9'2,46"" N","73°58'57,2"" W",2991,Pool,56,"SC, VS, VE, R",34,0.3,"Megalithal, Macrolithal",13.02,7.55,7.8,140.67,2.45,67.67,Physidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Pool,12,"SC, R,VE, RL",75,0.16,"Mesolithal, Macrolithal, Microlithal, Megalithal, Akal",14.56,7.33,6.79,117,2.93,59,Tubificidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Pool,12,"SC, R,VE, RL",75,0.16,"Mesolithal, Macrolithal, Microlithal, Megalithal, Akal",14.56,7.33,6.79,117,2.93,59,Baetidae,9
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Pool,12,"SC, R,VE, RL",75,0.16,"Mesolithal, Macrolithal, Microlithal, Megalithal, Akal",14.56,7.33,6.79,117,2.93,59,Empididae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Pool,12,"SC, R,VE, RL",75,0.16,"Mesolithal, Macrolithal, Microlithal, Megalithal, Akal",14.56,7.33,6.79,117,2.93,59,Chironomidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Pool,12,"SC, R,VE, RL",75,0.16,"Mesolithal, Macrolithal, Microlithal, Megalithal, Akal",14.56,7.33,6.79,117,2.93,59,Mesoveliidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Pool,12,"SC, R,VE, RL",75,0.16,"Mesolithal, Macrolithal, Microlithal, Megalithal, Akal",14.56,7.33,6.79,117,2.93,59,Unionidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Riffle,15,"SC, R, VS,VE, RL",44.4,0.27,"Megalital, Macrolital, Akal",14.58,7.35,6.64,118,2.51,59,Tubificidae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Riffle,15,"SC, R, VS,VE, RL",44.4,0.27,"Megalital, Macrolital, Akal",14.58,7.35,6.64,118,2.51,59,Chironomidae,23
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Riffle,15,"SC, R, VS,VE, RL",44.4,0.27,"Megalital, Macrolital, Akal",14.58,7.35,6.64,118,2.51,59,Planariidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E4,"5°7'40,29"" N","73°58'4,15"" W",2887,Riffle,15,"SC, R, VS,VE, RL",44.4,0.27,"Megalital, Macrolital, Akal",14.58,7.35,6.64,118,2.51,59,Simuliidae,8
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,14,"SC, R",29,0.22,"Mesolithal, Microlithal, Macrolithal, Megalithal",15.14,7.29,6.52,114,3.69,57,Tubificidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,14,"SC, R",29,0.22,"Mesolithal, Microlithal, Macrolithal, Megalithal",15.14,7.29,6.52,114,3.69,57,Baetidae,4
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Riffle,14,"SC, R",29,0.22,"Mesolithal, Microlithal, Macrolithal, Megalithal",15.14,7.29,6.52,114,3.69,57,Empididae,1
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,13,"GB, SC, R, VE, VS",48.7,0.28,"Megalital, Mesolithal",15.13,7.27,6.75,113.33,3.23,56.67,Chironomidae,49
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,13,"GB, SC, R, VE, VS",48.7,0.28,"Megalital, Mesolithal",15.13,7.27,6.75,113.33,3.23,56.67,Tubificidae,8
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,13,"GB, SC, R, VE, VS",48.7,0.28,"Megalital, Mesolithal",15.13,7.27,6.75,113.33,3.23,56.67,Planariidae,2
3,13/09/2017,Transición,Cogua,Río Neusa,E5,"5°6'5,83"" N","73°57'44,47"" W",2615,Rapid,13,"GB, SC, R, VE, VS",48.7,0.28,"Megalital, Mesolithal",15.13,7.27,6.75,113.33,3.23,56.67,Baetidae,3
3,13/09/2017,Transición,Cogua,Río Neusa,E6,"5°5'0,58"" N","73°56'4,84"" W",2594,Glide,61,"SC, VE, VS, R",57.8,0.14,"Mesolithal, Detritus, Microlithal",15.65,8.1,7.03,113.33,1.55,1.74,Simuliidae,20
